index,filename,dimensions,format
89,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_bri01_n.dds,1024x1024,BC7_UNORM
90,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wara1_n.dds,256x256,BC1_UNORM
90,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wara1_n.dds,512x512,BC7_UNORM
91,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_win02_n.dds,512x512,BC1_UNORM
91,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_win02_n.dds,1024x1024,BC7_UNORM
92,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_win03_n.dds,512x512,BC1_UNORM
92,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_win03_n.dds,1024x1024,BC7_UNORM
93,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wod01_n.dds,512x512,BC1_UNORM
93,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wod01_n.dds,1024x1024,BC7_UNORM
94,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wod02_n.dds,512x256,BC1_UNORM
94,karts_upscales\bg\ex1\01_roc_r2\dun\r2d3\texture\r2d3_v1_wod02_n.dds,1024x512,BC7_UNORM
95,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_char1_n.dds,512x512,BC1_UNORM
95,karts_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_char1_n.dds,1024x1024,BC7_UNORM
96,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_ligh1_n.dds,256x512,BC1_UNORM
96,karts_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_ligh1_n.dds,512x1024,BC7_UNORM
97,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_wood1_n.dds,1024x1024,BC1_UNORM
97,karts_upscales\bg\ex1\01_roc_r2\evt\r2e1\texture\r2e1_a1_wood1_n.dds,2048x2048,BC7_UNORM
98,7-0_bg_same_as_my_upscales\bg\ex1\01_roc_r2\evt\r2e2\texture\r2e2_a1_alta1_n.dds,1024x1024,BC1_UNORM
