index,filename,dimensions,format
119,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp1a_d.dds,512x512,BC1_UNORM
119,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_walp1a_d.dds,512x512,BC1_UNORM
120,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp1a_n.dds,512x512,BC1_UNORM
120,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_walp1a_n.dds,512x512,BC1_UNORM
121,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp2a_d.dds,512x512,BC1_UNORM
121,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_walp2a_d.dds,512x512,BC1_UNORM
122,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp2a_n.dds,512x512,BC1_UNORM
122,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_walp2a_n.dds,512x512,BC1_UNORM
123,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp3a_d.dds,512x512,BC1_UNORM
123,7-0_match\bgcommon\hou\common\mantion\texture\man_c0_walp3a_d.dds,512x512,BC1_UNORM
124,6-3_match\bgcommon\hou\common\mantion\texture\man_c0_walp3a_n.dds,512x512,BC1_UNORM
